#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
6548	مناورة		نور		مصدر	ناور		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. ناور). 1.""قام بمناورة للوصول إلى هدفه"" : خطة قائمة على الخداع والمراوغة لإفساد ما يدبره العدو أو المعارض. ""لم يكن بينهما من القطيعة ما يلجئه إلى الحيلة والمناورة"". (ع. م. العقاد). 2.""أ"
6549	مناوشة		نوش		مصدر	ناوش		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. ناوش). 1.""أخبر بوقوع مناوشات على الحدود"" : وقوع اشتباكات محدودة. 2.""مناوشة كلامية"" : جدال، نزاع محدود."
6550	نأي		نأي		مصدر	نأى		مذكر			مفرد								Tn									"نأي-نأي [ن أ ي] (مص. نأى). ""لم يطق النأي عن بلاده"": البعد."
6551	نبض		نبض		مصدر	نبض		مذكر			مفرد								Tn	R								"نبض-نبض [ن ب ض] (مص. نبض). 1.""نبض القلب"": ضرباته ودقاته المتتالية. 2. ""هو نبض الفؤاد"" : ذكي. 3.""فؤاد نبض"" : شهم."
6552	نبوة		نبو		مصدر	نبا		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								نبوة-نبوة [ن ب أ]. : هنا أبدلت الهمزة واوا وأدغمت. ن.نبوءة.
6553	نبات		نبت		مصدر	نبت		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"(مص. نبت). 1. : كل ما تنبته الأرض من عشب أو شجر. 2.""علم النبات"" : علم يبحث في فصائل النبات وخاصياته ومنابته. 3.""نبات الأفكار"" : نشأتها، ترعرعها، تناميها. ""ليس غذاء الطعام بأسرع في نبات الجسد من غذاء الأدب في نبات العقل"". (ابن المقفع)."
6554	نبت		نبت		مصدر	نبت		مذكر	نبتة		مفرد								Tn	R								"نبت-نبت، ة [ن ب ت] (مص. نبت). ""نبت الأرض"" : نباتها."
6555	نبتة		نبت		مصدر	نبت		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نبت-نبت، ة [ن ب ت] (مص. نبت). ""نبت الأرض"" : نباتها."
6556	نباح		نبح		مصدر	نبح		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نباح-نباح [ن ب ح] (مص. نبح). ""نباح الكلاب"": صوتها. ""يرجفني أن أسمع النباح"". (نزار قباني)."
6557	نبح		نبح		مصدر	نبح		مذكر			مفرد								Tn	R								"نبح-نبح [ن ب ح] (مص. نبح). ""نبح الكلب"" : عواؤه، صياحه."
6558	نبذ		نبذ		مصدر	نبذ		مذكر			مفرد								Tn	R								"نبذ-نبذ [ن ب ذ] (مص. نبذ). ""نبذ العهد"" : نقضه."
6559	نبر		نبر		مصدر 	نبر		مذكر			مفرد								Tn	R								"نبر-نبر [ن ب ر] (مص نبر). ""النبر في القراءة"" : إبراز أحد مقاطع الكلمة عند النطق بها."
6560	نبضان		نبض		مصدر	نبض		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نبضان-نبضان [ن ب ض] (مص. نبض). ""نبضان القلب"" : ضرباته ودقاته المتتالية، نبضه."
6561	تنبيه		نبه		مصدر	نبه		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنبيه-تنبيه [ن ب هـ] (مص. نبه). ""كان لا بد من تنبيه ذلك الغافل"" : من إنذاره، إخطاره، إعلامه. ""كل هذه العلامات من أجل تنبيه السائق""."
6562	نبع		نبع		مصدر	نبع		مذكر	نبعة		مفرد								Tn	R								"نبع-نبع، ة [ن ب ع] (مص. نبع). 1.""يشرب من النبع"": عين الماء‎. إني وردت عيون الماء صـافية*نبعـا فنبعا فما كانت لترويني (م.م. الجواهري). 2.""نبع معدني"" : عين مياه معدنية. 3.""صليب النبع"" : شديد المراس. 4. : شجر صلب تتخذ منه السهام والقسي. 5.""هو من نبعة كريمة"" : من أرومة أصيلة. 6.""ما رأيت أصلب نبعة منه"" : أشد منه."
6563	نبعة		نبع		مصدر	نبع		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نبع-نبع، ة [ن ب ع] (مص. نبع). 1.""يشرب من النبع"": عين الماء‎. إني وردت عيون الماء صـافية*نبعـا فنبعا فما كانت لترويني (م.م. الجواهري). 2.""نبع معدني"" : عين مياه معدنية. 3.""صليب النبع"" : شديد المراس. 4. : شجر صلب تتخذ منه السهام والقسي. 5.""هو من نبعة كريمة"" : من أرومة أصيلة. 6.""ما رأيت أصلب نبعة منه"" : أشد منه."
6564	نبوغ		نبغ		مصدر	نبغ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نبوغ-نبوغ [ن ب غ] (مص. نبغ). ""ظهر نبوغه"" : براعته وإجادته، اتساع فكره."
6565	نبل		نبل		مصدر	نبل		مذكر	نبلة		مفرد								Tn	R								"(مص. نبل). ""رمى نبله وأصاب هدفه"" : سهمه."
6566	نبلة		نبل		مصدر	نبل		مؤنث			مفرد	+ات;نبال;أنبال			DnN	Pf			Tn	R								"(مص. نبل). ""رمى نبله وأصاب هدفه"" : سهمه."
6567	نبال		نبل		مصدر	نبل		مؤنث			جمع		نبلة						Tn									
6568	أنبال		نبل		مصدر	نبل		مؤنث			جمع		نبلة						Tn									
6569	نبالة		نبل		مصدر	نبل		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نبالة-نبالة [ن ب ل] (مص. نبل). 1.""ولد معروف بنبالتـه"" : بذكائه، بنجابته. 2.""يتسم بالنبالة"" : بالشرف والفضل."
6570	نبل		نبل		مصدر	نبل		مذكر			مفرد								Tn	R								"نبل-نبل [ن ب ل] (مص. نبل). ""معروف بنبل أخـلاقـه"" : بسمو أخلاقه وشرفها."
6571	نثيث		نثث		مصدر	نث		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نثيث-نثيث [ن ث ث] (مص. نث). ""نثيث الإناء"" : رشحه. ""نثيث المطر يرش رؤوسنا"". (محمد برادة)."
6572	نباهة		نبه		مصدر	نبه;نبه		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نباهة-نباهة [ن ب هـ] (مص. نبه، نبه). ""نباهة ولد"" : فطنته، ذكاؤه، نجابته."
6573	نتوء		نتأ		مصدر	نتأ		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"نتوء-نتوء [ن ت أ] (مص. نتأ). ""جبل به نتوء"" : بروز جزء منه متصل به. ""نتوء عظمي""."
6574	نتح		نتح		مصدر	نتح		مذكر			مفرد	نتوح			DnN				Tn	R								"(مص. نتح). ""رشح نتحـه"" : عرقه."
6575	نتوح		نتح		مصدر	نتح		مؤنث			جمع		نتح						Tn									
6576	تنتيف		نتف		مصدر	نتف		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنتيف-تنتيف [ن ت ف] (مص. نتف). ""تنتيف الشعر"" : نزعه، نتفه."
6577	نتف		نتف		مصدر	نتف		مذكر			مفرد								Tn	R								"نتف-نتف [ن ت ف] (مص. نتف). ""نتف الشعر"" : نزعه. ""نتف الريش""."
6578	تنتين		نتن		مصدر	نتن		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنتين-تنتين [ن ت ن] (مص. نتن). ""تنتين اللحم"" : تصييره نتنا أو صيره نتنا."
6579	نتن		نتن		مصدر	نتن		مذكر			مفرد								Tn	R								"نتن-نتن [ن ت ن] (مص. نتن). 1.""لحم نتن"" : كريه الرائحة. 2.""معدن نتن"" : فاسد. ""وإن النميمة لطبع يدل على نتن الأصل ورداءة الفرع"". (ابن حزم)."
6580	نتونة		نتن		مصدر	نتن		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نتونة-نتونة [ن ت ن] (مص. نتن). ""نتونة رائحة"" : رائحتها الكريهة."
6581	نجب		نجب		مصدر	نجب		مذكر			مفرد								Tn	R								"نجب-نجب [ن ج ب]. ""نجب الشجرة"" : قشرها، لحاؤها."
6582	نثار		نثر		مصدر	نثر		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نثار-نثار [ن ث ر] (مص. نثر). 1.""نثار المائدة"" : ما تناثر حولها من فتات. 2.""نثار الحنطة"" : ما انتشر منها. 3.""نثار العرس"" : ما ينثر على المدعوين في عرس من حلوى أو نقود."
6583	نثر		نثر		مصدر	نثر		مذكر			مفرد								Tn	R								"نثر-نثر [ن ث ر] (مص. نثر). ""يكتب نثرا جميلا"" : كلاما مرسلا بلا وزن ولا قافية. ""النثر العربي""."
6584	نجو		نجو		مصدر 	نجا		مذكر			مفرد	نجاء;نجو			DnN				Tn	R								"(مص نجا). 1.""كان نجوه سرا من الأسرار"" : السر بين اثنين. 2. : ما يخرج من ريح أو غائط."
6585	نجاء		نجو		مصدر 	نجا		مؤنث			جمع		نجو						Tn									
6586	نجو		نجو		مصدر 	نجا		مؤنث			جمع		نجو						Tn									
6587	نجاة		نجو		مصدر	نجا		مؤنث			مفرد	+ات			DnN	Pf			Tn	Rw								"نجاة-نجاة [ن ج و] (مص. نجا). 1.""يبحث عن مكان للنجاة بنفسه"" : عن مكان يخلصه من الأذى، مكان الخلاص. 2.""طوق النجاة"" : ما يضعه السابح من مطاط حوله لينجيه من الغرق. 3.""زورق النجاة"" : زورق يسرع لإنقاذ من كان على حافة الغرق. ""وامتلأ القارب كأننا غرقى في زورق النجاة"". (توفيق الحكيم). 4.""نجاة"" : اسم علم للإناث."
6588	نجوى		نجو		مصدر	نجا		مذكر			مفرد	نجاوى			Dy					R0							Non	"(مص. نجا). 1.""نجوى النفس"" : حديثها، أي ما يوجهه المرء من حديث إلى نفسه. المجادلة آية 10 إنما النجوى من الشيطان (قرآن). 2.""نجوى الممثل"" : الحوار الداخلي الذي يوجهه إلى نفسه حين يكون وحيدا على خشبة المسرح."
6589	نجاوى		نجو		مصدر	نجا		مؤنث			جمع		نجوى														Non	
6590	نجابة		نجب		مصدر	نجب		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"نجابة-نجابة [ن ج ب] (مص. نجب). ""ظهرت عليه علامة النجابة"" : النباهة، الفطنة. ""توسم فيه النجابة""."
6591	تنجيح		نجح		مصدر	نجح		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنجيح-تنجيح [ن ج ح] (مص. نجح).""لا يرغب في تنجيحه دون استحقاق"" : إنجاحه، جعله ينجح."
6592	نجاح		نجح		مصدر	نجح		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نجاح-نجاح [ن ج ح] (مص. نجح). 1.""تكلل عمله بالنجاح"" : بالتوفيق، الظفر، الفوز، السداد. ""نجح كل النجاح في تحويل الأنظار إليه"". 2.""لقي نجاحا في عمله"" : سهولة، يسرا. ""علي أن أسعى وليس علي إدراك النجاح""."
6593	تنجيد		نجد		مصدر	نجد		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنجيد-تنجيد [ن ج د] (مص. نجد). 1.""تنجيد البيت"" : تزيينه بالبساط والفراش. 2.""تنجيد الأفرشة"" : خياطتها، معالجتها."
6594	نجد		نجد		مصدر	نجد		مذكر			مفرد	أنجد;نجاد;نجود			DnN				Tn	R								"(مص. نجد). 1.""مكان نجد"" : مشرف، مرتفع. 2.""نجد البيت"" : ما يزين به من فرش ووسائد. 3.""رجل نجد"" : شجاع، سريع الإجابة. 4.""أمر نجد"" : واضح مستبين. 5.""نجد"" : إقليم من أقاليم المملكة العربية السعودية."
6595	أنجد		نجد		مصدر	نجد		مؤنث			جمع		نجد						Tn									
6596	نجاد		نجد		مصدر	نجد		مؤنث			جمع		نجد						Tn									
6597	نجود		نجد		مصدر	نجد		مؤنث			جمع		نجد						Tn									
6598	نجد		نجد		مصدر	نجد		مذكر			مفرد	أنجاد			DnN				Tn	R								"(مص. نجد). 1.""رشح نجده"" : عرقه. 2.""بيت مملوء بالنجد"" : متاع البيت من فرش ووسائد..."
6599	أنجاد		نجد		مصدر	نجد		مؤنث			جمع		نجد						Tn									
6600	نجود		نجد		مصدر	نجد;نجد		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"نجود-نجود [ن ج د] (مص. نجد، نجد). ""نجود البيت"" : ستور تعلق على جدران البيت ليزين بها."
6601	نجر		نجر		مصدر	نجر		مذكر			مفرد								Tn	R								"نجر-نجر [ن ج ر] (مص. نجر). ""نجر الخشب"" : نحته، صنعه."
6602	نجز		نجز		مصدر 	نجز		مذكر			مفرد								Tn	R								"نجز-نجز [ن ج ز] (مص نجز). ""نجز عمل"" : إتمامه، إنجازه، تنفيذه."
6603	تنجيز		نجز		مصدر	نجز		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنجيز-تنجيز [ن ج ز] (مص. نجز). ""تنجيز مهمة"" : نجزها، قضاؤها، إتمامها."
6604	تنجيس		نجس		مصدر	نجس		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تنجيس-تنجيس [ن ج س] (مص. نجس). ""تنجيس المكان"": تصييره نجسا، قذرا."
6605	نجاسة		نجس		مصدر	نجس		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"(مص. نجس). 1.""وجد بالمكان نجاسة"" : قذارة. 2.""كيف يصلي وبه نجاسة"" : إذا مس جسده أو ثوبه روث أو بول أو دم أو خمر وما شابه ذلك."
6606	نجس		نجس		مصدر	نجس		مذكر			مفرد	أنجاس			DnN				Tn	R								"(مص. نجس). 1.""ثوب نجس"" : به نجاسة. 2. ""ولد نجس"" : قذر، أي غير طاهر."
6607	أنجاس		نجس		مصدر	نجس		مؤنث			جمع		نجس						Tn									
6608	نجل		نجل		مصدر	نجل		مذكر			مفرد	أنجال			DnN				Tn	R								"(مص. نجل). 1.""نجله الأكبر"" : ولده . 2.""هو من نجله "": من نسله."
6609	أنجال		نجل		مصدر	نجل		مؤنث			جمع		نجل						Tn									
6610	نجم		نجم		مصدر 	نجم		مذكر	نجمة		مفرد	+ات;نجوم;أنجم			DnN	Pf			Tn	R								"(مص نجم). 1.""ظهر النجم في السماء"" : أحد الأجرام السماوية المضيئة بذاتها وتكون مواضعها النسبية من السماء ثابتة. ومنها الشمس. ""النجوم وبروجها وحسابها الذي يعرف به الأوقات والأزمنة"". (الجاحظ). 2.""نجوم السماء"" : الكواكب. النجم آية 1 والنجم إذا هوى (قرآن) : الثريا. 4.""النجم القطبي"" : هو الجرم النير الذي تتحدد به جهة الشمال ويكون في طرف ذنب بنات نعش الصغرى. 5.""نجمه في صعود"" : أي نجاحه في استمرار دائم. ""علا نجمه"". 6.""نجم سنيمائي"" : صفة تطلق على من اشتهر من الفنانين. ""نجمة سينمائية"". 7.""نبات نجم"" : ما لا ساق له. الرحمن آية 6والنجم والشجر يسجدان (قرآن). 8.""النجم"" : سورة من سور القرآن."
